Job_name,last_update,job_salary,rate,currency,salary_info,Benefits
Mapfre UX Designer Salaries,15/Oct/2019,"$72,414 - $79,652",/yr,(USD),"UX Designer salaries at Mapfre can range from $72,414-$79,652. This estimate is based upon 1 Mapfre UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Faithlife UX Designer Salaries,27/Feb/2020,"$72,929 - $78,425",/yr,(USD),"UX Designer salaries at Faithlife can range from $72,929-$78,425. This estimate is based upon 1 Faithlife UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Gerber Technology UX Designer Salaries,11/Mar/2020,"$65,523 - $70,190",/yr,(USD),"UX Designer salaries at Gerber Technology can range from $65,523-$70,190. This estimate is based upon 1 Gerber Technology UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Holland America UX Designer Hourly Pay,28/Feb/2020,$35 - $38,/hr,(USD),UX Designer salaries at Holland America can range from $35-$38. This estimate is based upon 1 Holland America UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.,"Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Work From Home,Reduced or Flexible Hours,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Tuition Assistance"
Houghton Mifflin Harcourt UX Designer Salaries,23/Mar/2020,"$78,983 - $85,561",/yr,(USD),"UX Designer salaries at Houghton Mifflin Harcourt can range from $78,983-$85,561. This estimate is based upon 1 Houghton Mifflin Harcourt UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Reduced or Flexible Hours,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Employee Discount,Company Social Events,Job Training,Professional Development"
CareCloud UX Designer Salaries,10/Jul/2020,"$63,427 - $69,359",/yr,(USD),"UX Designer salaries at CareCloud can range from $63,427-$69,359. This estimate is based upon 1 CareCloud UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Work From Home,Vacation & Paid Time Off,Employee Discount,Gym Membership"
Edward Jones UX Designer Salaries,18/Mar/2020,"$79,940 - $86,755",/yr,(USD),"UX Designer salaries at Edward Jones can range from $79,940-$86,755. This estimate is based upon 1 Edward Jones UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Navis LLC UX Designer Salaries,31/Mar/2020,"$74,064 - $79,789",/yr,(USD),"UX Designer salaries at Navis LLC can range from $74,064-$79,789. This estimate is based upon 1 Navis LLC UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Maternity & Paternity Leave,Work From Home,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Free Lunch or Snacks,Employee Assistance Program,Commuter Checks & Assistance,Company Social Events,Tuition Assistance"
Spurs Sports & Entertainment UX Designer Salaries,30/Jan/2020,"$77,019 - $82,864",/yr,(USD),"UX Designer salaries at Spurs Sports & Entertainment can range from $77,019-$82,864. This estimate is based upon 1 Spurs Sports & Entertainment UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
DNAnexus UX Designer Salaries,24/Feb/2020,"$102,566 - $111,660",/yr,(USD),"UX Designer salaries at DNAnexus can range from $102,566-$111,660. This estimate is based upon 1 DNAnexus UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Warby Parker UX Designer Salaries,5/Mar/2020,"$83,690 - $90,870",/yr,(USD),"UX Designer salaries at Warby Parker can range from $83,690-$90,870. This estimate is based upon 1 Warby Parker UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
IPsoft UX Designer Salaries,30/Mar/2020,"$103,422 - $113,114",/yr,(USD),"UX Designer salaries at IPsoft can range from $103,422-$113,114. This estimate is based upon 1 IPsoft UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Tradeshift UX Designer Monthly Pay,26/Feb/2020,"$4,909 - $5,387",/mo,(USD),"UX Designer salaries at Tradeshift can range from $4,909-$5,387. This estimate is based upon 1 Tradeshift UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Free Lunch or Snacks,Employee Assistance Program"
PLOS UX Designer Salaries,24/Mar/2020,"$124,137 - $135,618",/yr,(USD),"UX Designer salaries at PLOS can range from $124,137-$135,618. This estimate is based upon 1 PLOS UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Work From Home,Sick Days"
BlueJeans Network UX Designer Salaries,6/Sep/2016,"$105,155 - $113,935",/yr,(USD),"UX Designer salaries at BlueJeans Network can range from $105,155-$113,935. This estimate is based upon 1 BlueJeans Network UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Free Lunch or Snacks"
LivingSocial UX Designer Salaries,6/Sep/2016,"$92,428 - $100,444",/yr,(USD),"UX Designer salaries at LivingSocial can range from $92,428-$100,444. This estimate is based upon 1 LivingSocial UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Free Lunch or Snacks,Professional Development"
Punchkick Interactive UX Designer Salaries,25/Feb/2020,"$85,427 - $91,894",/yr,(USD),"UX Designer salaries at Punchkick Interactive can range from $85,427-$91,894. This estimate is based upon 1 Punchkick Interactive UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Retirement Plan,Vacation & Paid Time Off"
Ferguson Enterprises UX Designer Salaries,3/Apr/2020,"$64,768 - $71,188",/yr,(USD),"UX Designer salaries at Ferguson Enterprises can range from $64,768-$71,188. This estimate is based upon 1 Ferguson Enterprises UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Maternity & Paternity Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Mobile Phone Discount,Job Training,Tuition Assistance"
Bonobos UX Designer Salaries,18/Feb/2020,"$114,932 - $126,079",/yr,(USD),"UX Designer salaries at Bonobos can range from $114,932-$126,079. This estimate is based upon 1 Bonobos UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Reduced or Flexible Hours,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Company Social Events"
MEDHOST UX Designer Salaries,3/Mar/2020,"$55,594 - $60,604",/yr,(USD),"UX Designer salaries at MEDHOST can range from $55,594-$60,604. This estimate is based upon 1 MEDHOST UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Curriculum Associates UX Designer Salaries,15/Apr/2020,"$83,877 - $90,356",/yr,(USD),"UX Designer salaries at Curriculum Associates can range from $83,877-$90,356. This estimate is based upon 1 Curriculum Associates UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days"
EOG UX Designer Salaries,25/Feb/2020,"$84,730 - $90,958",/yr,(USD),"UX Designer salaries at EOG can range from $84,730-$90,958. This estimate is based upon 1 EOG UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
AICPA UX Designer Salaries,6/Sep/2016,"$92,087 - $100,157",/yr,(USD),"UX Designer salaries at AICPA can range from $92,087-$100,157. This estimate is based upon 1 AICPA UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
McAfee UX Designer Salaries,27/Mar/2020,"$139,246 - $149,223",/yr,(USD),"UX Designer salaries at McAfee can range from $139,246-$149,223. This estimate is based upon 1 McAfee UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Maternity & Paternity Leave,Work From Home,Dependent Care,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Pet Friendly Workplace,Company Social Events,Diversity Program,Tuition Assistance"
ATTN: UX Designer Salaries,20/Jan/2020,"$76,701 - $83,818",/yr,(USD),"UX Designer salaries at ATTN: can range from $76,701-$83,818. This estimate is based upon 1 ATTN: UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
